bairro,rua,cidade,estacao,tipo,distance_km
Santana,R Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Butantã,Rua Trajano Reis 155,São Paulo,Morumbi,trem,1.6548967472881284
Butantã,Rua Trajano Reis 155,São Paulo,Saúde,metro,1.6836576706712667
Butantã,Rua Trajano Reis 155,São Paulo,São Paulo-Morumbi,metro,1.6999340150342601
Tatuapé,antonio de barros,São Paulo,Penha,metro,1.6807667985063277
Tatuapé,antonio de barros,São Paulo,Carrao,metro,0.6483177168102492
Tatuapé,antonio de barros,São Paulo,Tatuape,metro,1.9076267095483974
Água Fria,Rua Bento Araújo 149,São Paulo,Tucuruvi,metro,1.6694638805393414
Lapa,avenida nossa senhora da lapa,São Paulo,Lapa,trem,0.6303574608416548
Panamby,Rua Leonardo Cerveira Varandas,São Paulo,Granja Julieta,trem,1.5032474715294288
Real Parque,Avenida Barão de Monte Mor,São Paulo,Berrini,trem,1.2386720630060228
Santana,RUA FRANCO PAULISTA 153,São Paulo,Tucuruvi,metro,1.7913862615345975
Santana,RUA FRANCO PAULISTA 153,São Paulo,Parada Inglesa,metro,1.1445310358805865
Santana,RUA FRANCO PAULISTA 153,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.7366061157293314
Santana,RUA FRANCO PAULISTA 153,São Paulo,Santana,metro,1.85978722355484
Casa Verde,R Itaici,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.8494055429425438
Casa Verde,R Itaici,São Paulo,Santana,metro,1.5709606812676973
Socorro,Rua Tapuias 120,São Paulo,Santo Amaro,trem,1.6329760599118146
Socorro,Rua Tapuias 120,São Paulo,Socorro,trem,0.9602525380942475
Socorro,Rua Tapuias 120,São Paulo,Jurubatuba,trem,1.636374804987484
Penha,Rua Coronel Meireles,São Paulo,Vila Matilde,metro,1.4540693408942864
Penha,Rua Coronel Meireles,São Paulo,Penha,metro,1.7409794021435363
Santana,R Aluísio Azevedo,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.898873261080614
Santana,R Aluísio Azevedo,São Paulo,Santana,metro,1.0940663135614903
Santana,R Aluísio Azevedo,São Paulo,Carandiru,metro,1.5617614171752232
Vila Mariana,RUA GASPAR LOURENÇO,São Paulo,Vergueiro,metro,1.6437087693160357
Vila Mariana,RUA GASPAR LOURENÇO,São Paulo,Paraíso,metro,1.1086694015841363
Vila Mariana,RUA GASPAR LOURENÇO,São Paulo,Ana Rosa,metro,0.565737538562481
Vila Mariana,RUA GASPAR LOURENÇO,São Paulo,Vila Mariana,metro,0.9159255072577724
Vila Mariana,RUA GASPAR LOURENÇO,São Paulo,Santa Cruz,metro,1.9483998141660361
Vila Mariana,RUA GASPAR LOURENÇO,São Paulo,Paraíso,metro,1.3031459608094622
Vila Mariana,RUA GASPAR LOURENÇO,São Paulo,Ana Rosa,metro,0.7703478004020591
Vila Mariana,RUA GASPAR LOURENÇO,São Paulo,Chácara Klabin,metro,1.203390402158431
Vila Mariana,RUA GASPAR LOURENÇO,São Paulo,Santos – Imigrantes,metro,1.9868222816470666
Limão,AVENIDA PROFESSORA IDA KOLB,São Paulo,Barra Funda,metro,1.799294800828007
Penha,Avenida Amador Bueno da Veiga 2260,São Paulo,Guilhermina – Esperança,metro,1.0875516678680828
Penha,Avenida Amador Bueno da Veiga 2260,São Paulo,Vila Matilde,metro,1.2307498385249918
Vila Prudente,RUA INÁCIO,São Paulo,Tamanduateí,metro,1.4631575774253491
Vila Prudente,RUA INÁCIO,São Paulo,Vila Prudente,metro,0.7705224078686777
Aclimação,Largo Nossa Senhora da Conceição,São Paulo,Pedro II,metro,1.6797257737863016
Aclimação,Largo Nossa Senhora da Conceição,São Paulo,Se,metro,1.6581830920482101
Aclimação,Largo Nossa Senhora da Conceição,São Paulo,Japão - Liberdade,metro,1.3807114693523581
Aclimação,Largo Nossa Senhora da Conceição,São Paulo,São Joaquim,metro,1.216700217776982
Aclimação,Largo Nossa Senhora da Conceição,São Paulo,Vergueiro,metro,1.3924659185342918
Aclimação,Largo Nossa Senhora da Conceição,São Paulo,Paraíso,metro,1.8792109292622718
Aclimação,Largo Nossa Senhora da Conceição,São Paulo,Paraíso,metro,1.8759681881419963
Vila Prudente,RUA IBITIRAMA 2300,São Paulo,Tamanduateí,metro,1.590612239557402
Vila Prudente,RUA IBITIRAMA 2300,São Paulo,Vila Prudente,metro,1.6315876657175215
Tatuapé,Rua Teixeira de Melo,São Paulo,Carrao,metro,0.9450489111126281
Tatuapé,Rua Teixeira de Melo,São Paulo,Tatuape,metro,0.4237732631173263
Tatuapé,Rua Teixeira de Melo,São Paulo,Belem,metro,1.748133653465308
Jabaquara,Rua Caviana,São Paulo,São Judas,metro,0.7171890277433431
Jabaquara,Rua Caviana,São Paulo,Conceição,metro,0.35128515654704473
Jabaquara,Rua Caviana,São Paulo,Jabaquara,metro,1.5751322857502978
Perdizes,R Monte Alegre 1003,São Paulo,Marechal Deodoro,metro,1.593540615768656
Perdizes,R Monte Alegre 1003,São Paulo,Barra Funda,metro,1.5218745781607934
Perdizes,R Monte Alegre 1003,São Paulo,Sumaré,metro,1.6490387226786969
Perdizes,R Monte Alegre 1003,São Paulo,Clínicas,metro,1.7333649064256995
Perdizes,R Monte Alegre 1003,São Paulo,Paulista,metro,1.989347582516322
Tatuapé,Rua Serra de Jurea,São Paulo,Carrao,metro,1.290562664029359
Tatuapé,Rua Serra de Jurea,São Paulo,Tatuape,metro,1.000226063976843
Tatuapé,Rua Serra de Jurea,São Paulo,Belem,metro,1.990207373528505
Vila Gustavo,AV Júlio Buono,São Paulo,Tucuruvi,metro,1.5078680820390877
Vila Gustavo,AV Júlio Buono,São Paulo,Parada Inglesa,metro,1.9341050107911542
Jardim Bonfiglioli,Rua Poetisa Colombina,São Paulo,Morumbi,trem,1.5081147705424898
Jardim Bonfiglioli,Rua Poetisa Colombina,São Paulo,Saúde,metro,1.6907656174378953
Jardim Bonfiglioli,Rua Poetisa Colombina,São Paulo,São Paulo-Morumbi,metro,1.547741775010871
Belém,Rua Professor Rodolfo São Tiago,São Paulo,Tatuape,metro,1.435688971473744
Belém,Rua Professor Rodolfo São Tiago,São Paulo,Belem,metro,0.4072689208121426
Belém,Rua Professor Rodolfo São Tiago,São Paulo,Bresser-Mocca,metro,1.9116897461620435
Tatuapé,Rua Eleonora Cintra 170,São Paulo,Carrao,metro,1.8302473510785626
Vila Sônia,Rua Rua Corgie Assad Abdalla 1100,São Paulo,Morumbi,trem,1.7054594018696159
Vila Sônia,Rua Rua Corgie Assad Abdalla 1100,São Paulo,Saúde,metro,1.3926714176254005
Vila Sônia,Rua Rua Corgie Assad Abdalla 1100,São Paulo,São Paulo-Morumbi,metro,1.715128273811675
Perdizes,Rua Doutor Homem de Melo,São Paulo,Marechal Deodoro,metro,1.6311594804326128
Perdizes,Rua Doutor Homem de Melo,São Paulo,Barra Funda,metro,1.1371741137237033
Perdizes,Rua Doutor Homem de Melo,São Paulo,Sumaré,metro,1.9561127102543037
Lauzane Paulista,Conselheiro Moreira de Barros 1687,São Paulo,Santana,metro,1.94544200882397
Ipiranga,Rua Mil Oitocentos e Vinte e Dois,São Paulo,Sacomã,metro,1.356790457664622
Ipiranga,Rua Mil Oitocentos e Vinte e Dois,São Paulo,Tamanduateí,metro,0.823537932492514
Ipiranga,Rua Mil Oitocentos e Vinte e Dois,São Paulo,Vila Prudente,metro,1.4306725179973245
Ipiranga,R Gonçalves Ledo 580,São Paulo,Alto do Ipiranga,metro,1.7747962134644812
Ipiranga,R Gonçalves Ledo 580,São Paulo,Sacomã,metro,0.8340867683651275
Ipiranga,R Gonçalves Ledo 580,São Paulo,Tamanduateí,metro,1.0346377802716207
Ipiranga,R Gonçalves Ledo 580,São Paulo,Vila Prudente,metro,1.811050928605408
Santana,R Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,R Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,R Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,R Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Real Parque,R César Vallejo,São Paulo,Vila Olimpia,trem,1.743079364581153
Real Parque,R César Vallejo,São Paulo,Berrini,trem,0.6372187043784425
Vila Carrão,Rua Doutor Jorge Veiga,São Paulo,Penha,metro,1.8991182137298117
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Tatuapé,Praça Ituzaingo,São Paulo,Carrao,metro,1.8911096745497542
Tatuapé,Praça Ituzaingo,São Paulo,Tatuape,metro,1.469913263051267
Perdizes,Rua Doutor Franco da Rocha 669,São Paulo,Marechal Deodoro,metro,1.9051182355182354
Perdizes,Rua Doutor Franco da Rocha 669,São Paulo,Barra Funda,metro,1.534781151652667
Perdizes,Rua Doutor Franco da Rocha 669,São Paulo,Sumaré,metro,1.557075290357603
Perdizes,Rua Doutor Franco da Rocha 669,São Paulo,Clínicas,metro,1.8151396509034665
Higienópolis,RUA BARONESA DE ITU,São Paulo,Republica,metro,1.5671408745078375
Higienópolis,RUA BARONESA DE ITU,São Paulo,Santa Cecilia,metro,0.8354456072387703
Higienópolis,RUA BARONESA DE ITU,São Paulo,Marechal Deodoro,metro,0.6229623294626491
Higienópolis,RUA BARONESA DE ITU,São Paulo,Barra Funda,metro,1.8444381505988339
Higienópolis,RUA BARONESA DE ITU,São Paulo,Paulista,metro,1.8182933046422203
Higienópolis,RUA BARONESA DE ITU,São Paulo,Higienópolis-Mackenzie,metro,1.1767391653614756
Mooca,Rua Emboaçava 496,São Paulo,Vila Prudente,metro,1.9952275276099107
Ipiranga,Rua Pedro Victor 20,São Paulo,Vila Mariana,metro,1.8070104029951615
Ipiranga,Rua Pedro Victor 20,São Paulo,Chácara Klabin,metro,1.4739186681806133
Ipiranga,Rua Pedro Victor 20,São Paulo,Santos – Imigrantes,metro,0.5077725148987555
Ipiranga,Rua Pedro Victor 20,São Paulo,Alto do Ipiranga,metro,0.539000753885896
Ipiranga,Rua Pedro Victor 20,São Paulo,Sacomã,metro,1.5594607551251598
Vila Matilde,Rua Gregório Souza,São Paulo,Guilhermina – Esperança,metro,1.5828486341519825
Vila Matilde,Rua Gregório Souza,São Paulo,Vila Matilde,metro,1.7394709524242211
Santa Cecília,Rua Baronesa de Itu 710,São Paulo,Republica,metro,1.815726399781709
Santa Cecília,Rua Baronesa de Itu 710,São Paulo,Santa Cecilia,metro,1.0674286561692878
Santa Cecília,Rua Baronesa de Itu 710,São Paulo,Marechal Deodoro,metro,0.6428380073438514
Santa Cecília,Rua Baronesa de Itu 710,São Paulo,Barra Funda,metro,1.6413226460590478
Santa Cecília,Rua Baronesa de Itu 710,São Paulo,Paulista,metro,1.870740558589996
Santa Cecília,Rua Baronesa de Itu 710,São Paulo,Higienópolis-Mackenzie,metro,1.3774424363262172
Vila Prudente,Rua Miguel Antônio Flangini,São Paulo,Vila Prudente,metro,1.478530401550992
Santana,R Pedro Doll,São Paulo,Parada Inglesa,metro,1.9056860347248206
Santana,R Pedro Doll,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.0422062442557714
Santana,R Pedro Doll,São Paulo,Santana,metro,1.2522968540312074
Santana,R Pedro Doll,São Paulo,Carandiru,metro,1.9726937998426723
Chácara Inglesa,Avenida Itaboraí,São Paulo,Santa Cruz,metro,1.5312831320414855
Chácara Inglesa,Avenida Itaboraí,São Paulo,Praça da Árvore,metro,0.9874520185688862
Chácara Inglesa,Avenida Itaboraí,São Paulo,Chácara Klabin,metro,1.9747672461123147
Chácara Inglesa,Avenida Itaboraí,São Paulo,Santos – Imigrantes,metro,1.6645367020943
Chácara Inglesa,Avenida Itaboraí,São Paulo,Alto do Ipiranga,metro,1.7221077811160794
Vila Santa Catarina,Rua Coriolano Durand,São Paulo,Jabaquara,metro,1.5739152189309795
Casa Verde,Rua Piracema 265,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.9366640190279043
Casa Verde,Rua Piracema 265,São Paulo,Santana,metro,1.6761966546139537
Santana,Rua Damiana da Cunha,São Paulo,Santana,metro,1.3198018437714547
Santana,Rua Damiana da Cunha,São Paulo,Carandiru,metro,1.639546733437012
Casa Verde,Rua Copacabana 466,São Paulo,Santana,metro,1.6754406962307478
Aclimação,Batista Caetano,São Paulo,Vergueiro,metro,1.7924846020318739
Aclimação,Batista Caetano,São Paulo,Paraíso,metro,1.5631895461655931
Aclimação,Batista Caetano,São Paulo,Ana Rosa,metro,1.271578721184734
Aclimação,Batista Caetano,São Paulo,Vila Mariana,metro,1.469788608297928
Aclimação,Batista Caetano,São Paulo,Paraíso,metro,1.7189118071585365
Aclimação,Batista Caetano,São Paulo,Ana Rosa,metro,1.3946148913727165
Aclimação,Batista Caetano,São Paulo,Chácara Klabin,metro,1.6225544544849269
Santana,RUA VOLUNTARIOS DA PATRIA,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,RUA VOLUNTARIOS DA PATRIA,São Paulo,Santana,metro,0.22874941264864815
Santana,RUA VOLUNTARIOS DA PATRIA,São Paulo,Carandiru,metro,0.9410405667228832
Santana,RUA VOLUNTARIOS DA PATRIA,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Vila Gustavo,Rua Capricho,São Paulo,Tucuruvi,metro,1.34987808727561
Butantã,R Azem Abdala Azem,São Paulo,Morumbi,trem,1.103541119354172
Butantã,R Azem Abdala Azem,São Paulo,Saúde,metro,1.2795722435638857
Butantã,R Azem Abdala Azem,São Paulo,São Paulo-Morumbi,metro,1.1443559310120526
Pompéia,Rua Raul Pompéia,São Paulo,Lapa,trem,1.6143636671514279
Pompéia,Rua Raul Pompéia,São Paulo,Vila Madalena,metro,1.8211333823381137
Jardim Bonfiglioli,Rua Azem Abdala Azem 212,São Paulo,Morumbi,trem,1.069961937345236
Jardim Bonfiglioli,Rua Azem Abdala Azem 212,São Paulo,Saúde,metro,1.2572067792969803
Jardim Bonfiglioli,Rua Azem Abdala Azem 212,São Paulo,São Paulo-Morumbi,metro,1.10995536205478
Tatuapé,av celso garcia 5720,São Paulo,Penha,metro,1.5304574188767286
Tatuapé,av celso garcia 5720,São Paulo,Carrao,metro,1.024190771428023
Vila Prudente,R TORQUATO TASSO,São Paulo,Vila Prudente,metro,1.1699943689326568
Tatuapé,Rua Aguapeí,São Paulo,Carrao,metro,1.6516074213294738
Água Fria,Rua Maria do Carmo Sene,São Paulo,Tucuruvi,metro,1.1228720071364238
Água Fria,Rua Maria do Carmo Sene,São Paulo,Parada Inglesa,metro,0.23691970488574454
Água Fria,Rua Maria do Carmo Sene,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.7707391089502217
Butantã,R CORINTO,São Paulo,Morumbi,trem,1.901098278897714
Butantã,R CORINTO,São Paulo,São Paulo-Morumbi,metro,1.9094528563922655
Aclimação,Rua Tenente Azevedo,São Paulo,Pedro II,metro,1.7822845142202821
Aclimação,Rua Tenente Azevedo,São Paulo,Se,metro,1.8133502508464787
Aclimação,Rua Tenente Azevedo,São Paulo,Japão - Liberdade,metro,1.5602721823239798
Aclimação,Rua Tenente Azevedo,São Paulo,São Joaquim,metro,1.37756199276975
Aclimação,Rua Tenente Azevedo,São Paulo,Vergueiro,metro,1.4827220565834573
Aclimação,Rua Tenente Azevedo,São Paulo,Paraíso,metro,1.904653684071007
Aclimação,Rua Tenente Azevedo,São Paulo,Paraíso,metro,1.9200856232494943
Panamby,Deputado Laércio Corte,São Paulo,Granja Julieta,trem,1.6844505684023863
Parque Novo Mundo,Rua Cajuru,São Paulo,Belem,metro,0.8338703875044188
Parque Novo Mundo,Rua Cajuru,São Paulo,Bresser-Mocca,metro,1.0895172087791993
Parque Novo Mundo,Rua Cajuru,São Paulo,Bras,metro,1.9240668116736312
Tatuapé,Martins Pena,São Paulo,Carrao,metro,1.0635962264371348
Tatuapé,Martins Pena,São Paulo,Tatuape,metro,0.3474677817015675
Tatuapé,Martins Pena,São Paulo,Belem,metro,1.6371382874374674
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Paraíso,metro,1.6508494758812924
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Ana Rosa,metro,0.9636748086182815
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Vila Mariana,metro,0.38938915775982713
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Santa Cruz,metro,1.4450440219255514
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Paraíso,metro,1.850663869164138
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Ana Rosa,metro,1.2326040535447167
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Chácara Klabin,metro,0.5912518379548941
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Santos – Imigrantes,metro,1.410768349352969
Interlagos,AV Interlagos,São Paulo,Autodromo,trem,1.4375694504809988
Socorro,Avenida Engenheiro José Salles,São Paulo,Jurubatuba,trem,1.4749305029306838
Perdizes,Rua Doutor Homem de Melo,São Paulo,Marechal Deodoro,metro,1.6311594804326128
Perdizes,Rua Doutor Homem de Melo,São Paulo,Barra Funda,metro,1.1371741137237033
Perdizes,Rua Doutor Homem de Melo,São Paulo,Sumaré,metro,1.9561127102543037
Bela Vista,Rua Genebra 135,São Paulo,Pedro II,metro,1.3976968427342429
Bela Vista,Rua Genebra 135,São Paulo,Se,metro,0.6704968792678978
Bela Vista,Rua Genebra 135,São Paulo,Anhagabau,metro,0.47344955538276656
Bela Vista,Rua Genebra 135,São Paulo,Republica,metro,0.9550954466830679
Bela Vista,Rua Genebra 135,São Paulo,Santa Cecilia,metro,1.7306561948112757
Bela Vista,Rua Genebra 135,São Paulo,Osasco,trem,1.8442070814613514
Bela Vista,Rua Genebra 135,São Paulo,Pinheiros,trem,1.8442070814613514
Bela Vista,Rua Genebra 135,São Paulo,Luz,metro,1.9018927170024722
Bela Vista,Rua Genebra 135,São Paulo,São Bento,metro,0.9201757086132385
Bela Vista,Rua Genebra 135,São Paulo,Japão - Liberdade,metro,0.3754976910283886
Bela Vista,Rua Genebra 135,São Paulo,São Joaquim,metro,1.0970119949256254
Bela Vista,Rua Genebra 135,São Paulo,Vergueiro,metro,1.8844435277660638
Bela Vista,Rua Genebra 135,São Paulo,Higienópolis-Mackenzie,metro,1.332833494212379
Vila Prudente,Rua José dos Reis,São Paulo,Tamanduateí,metro,1.2800846214833281
Vila Prudente,Rua José dos Reis,São Paulo,Vila Prudente,metro,0.5326373892227027
Casa Verde,R Itaici,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.8494055429425438
Casa Verde,R Itaici,São Paulo,Santana,metro,1.5709606812676973
Vila Prudente,RUA IBITIRAMA,São Paulo,Tamanduateí,metro,1.1329399166452248
Vila Prudente,RUA IBITIRAMA,São Paulo,Vila Prudente,metro,0.3009859804913475
Vila Santa Catarina,Rua Emílio de Sousa Docca,São Paulo,Jabaquara,metro,1.8899907217317093
Jaguaré,AV JAGUARÉ,São Paulo,Ceasa,trem,1.5838712503742913
Jaguaré,AV JAGUARÉ,São Paulo,Villa Lobos,trem,1.0234944853170886
Penha,Rua Isabel,São Paulo,Guilhermina – Esperança,metro,1.2458348682235472
Penha,Rua Isabel,São Paulo,Vila Matilde,metro,0.8693441349571464
Penha,Rua Isabel,São Paulo,Penha,metro,1.834794360767049
Bela Vista,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,São Paulo,Se,metro,1.9562715229514398
Bela Vista,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,São Paulo,Anhagabau,metro,1.8671033703914475
Bela Vista,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,São Paulo,Japão - Liberdade,metro,1.2192971318607295
Bela Vista,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,São Paulo,São Joaquim,metro,0.5467389337768005
Bela Vista,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,São Paulo,Vergueiro,metro,0.7159663247502256
Bela Vista,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,São Paulo,Paraíso,metro,1.3992922534475127
Bela Vista,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,São Paulo,Consolação,metro,1.6747223481843032
Bela Vista,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,São Paulo,Trianon – Masp,metro,0.9170804040014815
Bela Vista,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,São Paulo,Brigadeiro,metro,0.8420549174891959
Bela Vista,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,São Paulo,Paraíso,metro,1.222051120866396
Bela Vista,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,São Paulo,Ana Rosa,metro,1.8577149437158587
Bela Vista,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,São Paulo,Paulista,metro,1.8883935398097695
Bela Vista,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,São Paulo,Higienópolis-Mackenzie,metro,1.7542466932708776
Mandaqui,R Professor Valério Giuli,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.7212934232676311
Chácara Klabin,Rua Ernesto de Oliveira,São Paulo,Ana Rosa,metro,1.967554167396228
Chácara Klabin,Rua Ernesto de Oliveira,São Paulo,Vila Mariana,metro,1.0632615176487705
Chácara Klabin,Rua Ernesto de Oliveira,São Paulo,Santa Cruz,metro,1.5956306611101443
Chácara Klabin,Rua Ernesto de Oliveira,São Paulo,Chácara Klabin,metro,0.7662669514537648
Chácara Klabin,Rua Ernesto de Oliveira,São Paulo,Santos – Imigrantes,metro,0.4647193091985335
Chácara Klabin,Rua Ernesto de Oliveira,São Paulo,Alto do Ipiranga,metro,1.219078139690426
Casa Verde,R Damiana da Cunha,São Paulo,Santana,metro,1.3351853829823026
Casa Verde,R Damiana da Cunha,São Paulo,Carandiru,metro,1.6479456782354258
Morumbi,Avenida Giovanni Gronchi,São Paulo,Morumbi,trem,1.4508340672332798
Morumbi,Avenida Giovanni Gronchi,São Paulo,Saúde,metro,1.1313810182689608
Morumbi,Avenida Giovanni Gronchi,São Paulo,São Paulo-Morumbi,metro,1.4457317628738968
Tatuapé,Rua Marechal Barbacena,São Paulo,Tatuape,metro,1.7148965857578229
Socorro,Avenida do Rio Bonito,São Paulo,Socorro,trem,1.7019873392545195
Socorro,Avenida do Rio Bonito,São Paulo,Jurubatuba,trem,0.7053206130210713
Butantã,R AZEM ABDALA AZEM,São Paulo,Morumbi,trem,1.103541119354172
Butantã,R AZEM ABDALA AZEM,São Paulo,Saúde,metro,1.2795722435638857
Butantã,R AZEM ABDALA AZEM,São Paulo,São Paulo-Morumbi,metro,1.1443559310120526
Santana,PÇ Garção Tinoco,São Paulo,Parada Inglesa,metro,1.695206158025074
Santana,PÇ Garção Tinoco,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.7028001698900179
Santana,PÇ Garção Tinoco,São Paulo,Santana,metro,0.7318289775905155
Santana,PÇ Garção Tinoco,São Paulo,Carandiru,metro,1.4293986124519875
Parque Novo Mundo,Rua Conselheiro Cotegipe,São Paulo,Tatuape,metro,1.1681183622410476
Parque Novo Mundo,Rua Conselheiro Cotegipe,São Paulo,Belem,metro,0.5797851224138836
Moinho Velho,Rua Elba 239,São Paulo,Alto do Ipiranga,metro,1.7947254674226352
Moinho Velho,Rua Elba 239,São Paulo,Sacomã,metro,0.7853832992196749
Santana,RUA AUGUSTO TOLE,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.5331419193504627
Santana,RUA AUGUSTO TOLE,São Paulo,Santana,metro,1.7431595453249773
Sacomã,Avenida Santo Albano 516,São Paulo,Sacomã,metro,1.7807897684326262
Parada Inglesa,Santa Leocadia 138,São Paulo,Tucuruvi,metro,1.6480168400848605
Parada Inglesa,Santa Leocadia 138,São Paulo,Parada Inglesa,metro,0.9267351754578286
Parada Inglesa,Santa Leocadia 138,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.054384030945043
Santana,Rua Marechal Hermes da Fonseca,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.4505396681913396
Santana,Rua Marechal Hermes da Fonseca,São Paulo,Santana,metro,0.8986605650836277
Santana,Rua Marechal Hermes da Fonseca,São Paulo,Carandiru,metro,1.531453496636073
Vila Prudente,Rua Ilansa,São Paulo,Tamanduateí,metro,1.5546813711771652
Vila Prudente,Rua Ilansa,São Paulo,Vila Prudente,metro,0.9208152323761234
Penha,Rua Francisco Coimbra,São Paulo,Vila Matilde,metro,1.1078926142529884
Penha,Rua Francisco Coimbra,São Paulo,Penha,metro,0.7590859198936061
Itaquera,R Mercedes Lopes,São Paulo,Vila Matilde,metro,1.6643715746095638
Sacomã,Avenida Santo Albano 516,São Paulo,Sacomã,metro,1.7807897684326262
Tatuapé,Rua Emílio Mallet,São Paulo,Carrao,metro,0.9340583288669493
Tatuapé,Rua Emílio Mallet,São Paulo,Tatuape,metro,1.4668269021617777
Chácara Klabin,RUA PEDRO POMPONAZZI,São Paulo,Ana Rosa,metro,1.7820663264359922
Chácara Klabin,RUA PEDRO POMPONAZZI,São Paulo,Vila Mariana,metro,0.9852432023334143
Chácara Klabin,RUA PEDRO POMPONAZZI,São Paulo,Santa Cruz,metro,1.6940087773763979
Chácara Klabin,RUA PEDRO POMPONAZZI,São Paulo,Chácara Klabin,metro,0.7682932371337216
Chácara Klabin,RUA PEDRO POMPONAZZI,São Paulo,Santos – Imigrantes,metro,0.7289762130286229
Chácara Klabin,RUA PEDRO POMPONAZZI,São Paulo,Alto do Ipiranga,metro,1.4494592426525321
Tatuapé,RUA CANTAGALO,São Paulo,Carrao,metro,0.8223700257417302
Tatuapé,RUA CANTAGALO,São Paulo,Tatuape,metro,1.6606176748662
Parque Novo Mundo,AV Álvaro Ramos,São Paulo,Tatuape,metro,1.029016522774267
Parque Novo Mundo,AV Álvaro Ramos,São Paulo,Belem,metro,0.8326618531440514
Vila Carrão,Evangelina,São Paulo,Penha,metro,1.761737358930304
Vila Prudente,Rua Antônio Genzini,São Paulo,Vila Prudente,metro,1.5941261808924474
Tremembé,Rua Bento Araújo 149,São Paulo,Tucuruvi,metro,1.6694638805393414
Santana,R Lontra 181,São Paulo,Tucuruvi,metro,1.6594155242720101
Santana,R Lontra 181,São Paulo,Parada Inglesa,metro,1.4795073267311343
Morumbi,AVENIDA GIOVANNI GRONCHI,São Paulo,Morumbi,trem,1.4508340672332798
Morumbi,AVENIDA GIOVANNI GRONCHI,São Paulo,Saúde,metro,1.1313810182689608
Morumbi,AVENIDA GIOVANNI GRONCHI,São Paulo,São Paulo-Morumbi,metro,1.4457317628738968
Casa Verde,RUA SOROR ANGÉLICA,São Paulo,Santana,metro,1.6721805553334426
Casa Verde,RUA SOROR ANGÉLICA,São Paulo,Carandiru,metro,1.7613224921941382
Jardim Marajoara,RUA MOLIÉRE,São Paulo,Socorro,trem,1.9755001352546364
Santana,Rua Augusto Tolle 408,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.3745803151428961
Santana,Rua Augusto Tolle 408,São Paulo,Santana,metro,1.5355334128160858
Panamby,Rua Leonardo Cerveira Varandas,São Paulo,Granja Julieta,trem,1.5032474715294288
Santana,Rua Aluísio Azevedo,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.898873261080614
Santana,Rua Aluísio Azevedo,São Paulo,Santana,metro,1.0940663135614903
Santana,Rua Aluísio Azevedo,São Paulo,Carandiru,metro,1.5617614171752232
Mooca,Rua Hipódromo,São Paulo,Belem,metro,1.7306551975394655
